"hh_number","hh_size_1","hh_size_2","hh_size_3","hh_size_4","hh_size_5","hh_size_6","hh_size_7"
1696,1,1,3,4,2,5,6
1697,1,1,2,1,1,4,4
1698,1,1,2,2,3,1,2
1699,1,2,3,2,1,1,1
1700,1,1,3,1,5,6,7
1701,1,1,2,2,2,5,5
1702,1,1,3,4,1,3,7
1703,1,1,3,4,1,5,5
1704,1,1,3,2,3,5,3
1705,1,2,3,3,2,2,5
1706,1,2,3,3,2,5,6
1707,1,2,2,4,3,2,2
1708,1,1,3,2,1,1,6
1709,1,1,3,1,4,3,2
1710,1,1,2,1,2,6,2
1711,1,2,2,4,1,6,4
1712,1,2,1,2,2,1,4
1713,1,1,1,4,2,4,1
1714,1,2,3,2,5,1,3
1715,1,2,3,2,2,4,7
1716,1,1,2,2,2,2,1
1717,1,2,2,1,1,1,4
1718,1,2,2,2,1,5,1
1719,1,1,1,3,2,5,7
1720,1,2,2,4,3,5,2
1721,1,1,1,4,3,3,6
1722,1,2,2,3,1,2,5
1723,1,1,2,2,3,1,4
1724,1,2,2,4,3,1,1
1725,1,1,1,4,2,4,6
1726,1,2,2,4,5,1,7
1727,1,1,1,4,1,4,7
1728,1,1,1,1,5,1,2
1729,1,2,1,1,5,3,4
1730,1,2,1,4,5,2,7
1731,1,1,1,1,5,5,2
1732,1,1,3,1,5,4,7
1733,1,2,1,2,5,3,6
1734,1,2,2,4,3,5,1
1735,1,2,1,3,4,2,5
1736,1,2,1,1,4,2,1
1737,1,1,2,3,3,3,4
1738,1,2,3,4,1,2,5
1739,1,2,1,2,4,6,6
1740,1,1,3,2,1,5,6
1741,1,1,1,2,2,6,4
1742,1,1,2,1,1,6,3
1743,1,1,3,3,5,2,2
1744,1,1,3,1,5,3,6
1745,1,1,1,1,3,2,7
1746,1,2,3,3,2,5,5
1747,1,2,1,3,3,4,1
1748,1,1,3,1,5,4,2
1749,1,2,1,1,5,3,1
1750,1,1,2,3,5,6,4
1751,1,1,1,1,3,1,4
1752,1,1,3,2,3,1,2
1753,1,1,2,4,5,3,3
1754,1,2,3,4,4,1,2
1755,1,2,1,1,4,2,3
1756,1,2,1,1,3,1,1
1757,1,2,3,1,2,5,1
1758,1,1,1,2,5,3,6
1759,1,1,2,3,4,2,6
1760,1,1,1,3,2,2,5
1761,1,1,2,4,5,6,4
1762,1,2,1,3,3,5,5
1763,1,2,3,1,3,5,5
1764,1,2,3,3,3,3,1
1765,1,1,3,3,3,3,3
1766,1,2,1,3,2,1,3
1767,1,1,2,2,2,3,2
1768,1,2,2,2,4,6,1
1769,1,2,3,4,1,6,5
1770,1,1,3,1,4,4,5
1771,1,1,3,4,5,4,3
1772,1,2,3,2,2,6,2
1773,1,1,2,4,5,1,3
1774,1,2,2,2,1,6,3
1775,1,2,1,1,1,6,2
1776,1,1,2,3,3,2,1
1777,1,1,1,2,5,1,1
1778,1,1,3,1,1,1,3
1779,1,1,1,4,2,3,7
1780,1,2,3,4,5,6,7
1781,1,2,3,4,2,4,3
1782,1,2,3,3,4,5,5
1783,1,1,3,1,1,6,2
1784,1,2,2,3,1,6,7
1785,1,1,2,4,4,5,7
1786,1,1,1,1,3,3,4
1787,1,1,3,2,2,2,2
1788,1,2,2,3,5,1,6
1789,1,2,3,3,1,4,1
1790,1,1,2,4,1,2,6
1791,1,1,1,4,5,5,3
1792,1,1,2,3,1,5,6
1793,1,2,2,2,4,4,7
1794,1,1,3,1,4,3,4
1795,1,1,2,3,3,3,7
1796,1,1,3,2,4,1,4
1797,1,2,3,2,3,4,4
1798,1,2,3,2,3,2,6
1799,1,1,3,3,1,5,1
1800,1,2,2,2,4,2,4
1801,1,1,1,4,5,2,7
1802,1,1,2,3,2,6,1
1803,1,2,2,3,3,5,6
1804,1,2,2,3,2,5,6
1805,1,2,2,3,4,2,5
1806,1,1,3,3,1,6,7
1807,1,2,1,4,3,2,5
1808,1,1,3,2,2,5,3
1809,1,1,1,4,1,3,4
1810,1,1,3,1,1,3,5
1811,1,1,1,4,4,2,6
1812,1,2,3,4,4,5,3
1813,1,1,3,2,1,2,7
1814,1,1,2,1,1,4,1
1815,1,2,2,4,5,1,3
1816,1,2,2,4,4,3,5
1817,1,1,2,2,3,3,2
1818,1,2,3,3,2,3,4
1819,1,2,2,2,1,5,4
1820,1,2,1,4,4,6,6
1821,1,2,1,1,4,4,3
1822,1,1,3,4,2,2,7
1823,1,1,3,3,4,5,7
1824,1,1,1,3,3,4,7
1825,1,2,2,3,3,1,7
1826,1,2,3,3,2,2,2
1827,1,1,3,4,2,5,3
1828,1,1,1,2,2,6,6
1829,1,1,2,4,5,4,3
1830,1,2,1,1,4,2,5
1831,1,2,3,4,2,2,7
1832,1,2,2,1,5,2,1
1833,1,2,2,1,4,6,1
1834,1,1,2,1,1,1,4
1835,1,1,1,1,5,2,6
1836,1,2,1,1,5,4,7
1837,1,2,3,1,4,6,7
1838,1,2,1,1,1,5,2
1839,1,2,3,1,2,3,2
1840,1,1,3,1,4,5,4
1841,1,2,2,2,1,5,7
1842,1,2,1,4,1,2,7
1843,1,1,3,4,4,2,2
1844,1,1,2,3,2,6,3
1845,1,2,3,4,4,6,2
1846,1,2,1,4,3,3,6
1847,1,2,1,2,3,1,4
1848,1,1,1,2,1,4,4
1849,1,2,3,3,4,2,4
1850,1,2,3,2,3,3,1
1851,1,2,1,3,4,4,4
1852,1,1,3,2,5,6,6
1853,1,2,2,1,4,4,7
1854,1,2,3,1,5,3,6
1855,1,2,1,4,3,4,6
1856,1,1,3,2,2,4,3
1857,1,2,2,1,1,5,4
1858,1,1,3,1,5,1,6
1859,1,1,3,3,4,4,2
1860,1,1,1,1,5,2,5
1861,1,2,3,2,4,2,2
1862,1,2,3,3,1,1,3
1863,1,2,3,1,2,3,5
1864,1,1,3,4,4,1,6
1865,1,1,1,4,2,6,7
1866,1,2,1,1,4,3,6
1867,1,1,2,2,5,1,4
1868,1,1,1,3,5,1,2
1869,1,1,2,3,5,4,5
1870,1,1,3,2,3,6,7
1871,1,1,3,3,3,5,5
1872,1,2,3,2,1,2,1
1873,1,2,3,2,5,1,7
1874,1,2,3,4,2,3,6
1875,1,1,1,2,1,3,6
1876,1,1,1,4,5,3,5
1877,1,1,1,2,4,5,2
1878,1,2,2,4,5,1,1
1879,1,1,1,4,1,4,3
1880,1,1,2,1,3,3,6
1881,1,2,2,1,3,5,1
1882,1,1,2,4,4,1,7
1883,1,1,1,3,1,3,4
1884,1,1,1,1,2,1,2
1885,1,1,3,2,2,6,6
1886,1,2,3,3,5,6,7
1887,1,2,1,4,1,1,3
1888,1,2,2,1,4,2,4
1889,1,2,1,2,2,2,6
1890,1,2,2,2,4,6,2
1891,1,2,3,3,2,1,5
1892,1,2,2,4,2,6,3
1893,1,1,1,4,3,2,4
1894,1,1,2,3,1,3,3
1895,1,2,2,3,2,5,1
1896,1,1,1,2,1,1,7
1897,1,1,2,1,2,6,6
1898,1,2,2,4,1,6,3
1899,1,1,3,1,4,6,7
1900,1,2,3,4,3,4,6
1901,1,2,3,2,4,2,6
1902,1,2,1,1,4,1,4
1903,1,2,1,2,5,4,4
1904,1,2,2,4,3,1,4
1905,1,2,1,3,3,2,6
1906,1,1,2,3,2,5,3
1907,1,2,2,1,5,3,6
1908,1,1,2,1,4,1,3
1909,1,2,3,2,2,6,5
1910,1,1,2,4,4,1,3
1911,1,2,2,4,2,2,6
1912,1,1,3,1,4,2,6
1913,1,1,1,2,5,3,2
1914,1,2,2,2,1,4,5
1915,1,1,3,2,5,6,2
1916,1,1,1,2,3,4,6
1917,1,1,3,2,3,5,7
1918,1,2,3,1,4,4,2
1919,1,2,1,1,4,4,4
1920,1,1,2,3,4,4,3
1921,1,2,2,1,1,6,6
1922,1,2,2,3,4,4,2
1923,1,2,3,2,5,1,3
1924,1,1,2,3,2,4,3
1925,1,2,2,3,4,6,6
1926,1,2,2,2,4,4,7
1927,1,2,2,3,5,3,6
1928,1,2,1,2,2,1,7
1929,1,1,3,4,2,5,3
1930,1,1,2,3,4,1,5
1931,1,2,3,2,3,6,6
1932,1,1,3,3,2,1,1
1933,1,1,3,4,3,4,5
1934,1,1,3,3,4,6,5
1935,1,1,3,3,4,2,5
1936,1,1,2,3,5,2,1
1937,1,1,2,3,5,5,4
1938,1,1,3,1,2,1,2
1939,1,2,2,2,3,6,1
1940,1,2,3,3,3,5,3
1941,1,1,3,3,4,6,3
1942,1,1,3,2,2,5,3
1943,1,2,3,4,3,2,4
1944,1,1,1,4,1,6,6
1945,1,2,2,3,2,1,1
1946,1,2,3,1,1,4,1
1947,1,2,3,3,5,3,3
1948,1,2,2,1,4,1,4
1949,1,2,2,1,2,5,1
1950,1,1,3,3,1,6,7
1951,1,2,2,2,1,4,1
1952,1,2,1,2,3,1,2
1953,1,2,2,2,4,3,1
1954,1,2,1,4,2,3,3
1955,1,1,3,4,3,1,7
1956,1,2,2,2,2,3,3
1957,1,1,2,2,4,5,6
1958,1,1,3,2,3,5,5
1959,1,2,2,1,1,5,3
1960,1,1,3,1,3,3,3
1961,1,2,1,2,4,2,5
1962,1,1,3,1,5,1,3
1963,1,1,3,1,5,2,1
1964,1,2,3,2,5,5,6
1965,1,1,3,2,1,6,7
1966,1,1,1,3,4,2,6
1967,1,1,2,3,3,4,3
1968,1,2,2,2,4,6,6
1969,1,1,1,4,3,3,6
1970,1,2,1,4,2,6,2
1971,1,2,1,3,3,2,2
1972,1,1,3,4,3,2,4
1973,1,1,1,2,1,6,1
1974,1,2,2,3,5,5,7
1975,1,2,2,4,5,6,6
1976,1,2,1,4,4,6,3
1977,1,1,2,1,5,5,7
1978,1,1,1,1,4,1,7
1979,1,2,1,3,1,1,1
1980,1,2,3,4,4,3,2
1981,1,2,3,4,5,1,5
1982,1,2,2,1,3,4,3
1983,1,1,1,1,5,6,7
1984,1,1,3,2,2,6,3
1985,1,2,1,3,4,3,3
1986,1,1,2,4,2,3,1
1987,1,2,3,3,1,2,3
1988,1,1,3,1,2,3,4
1989,1,2,2,2,3,6,3
1990,1,1,3,1,5,2,4
1991,1,2,3,3,4,2,2
1992,1,2,2,4,5,6,3
1993,1,2,2,2,2,6,1
1994,1,1,2,4,1,1,1
1995,1,1,3,4,1,5,7
1996,1,1,1,3,5,6,1
1997,1,2,3,1,1,3,3
1998,1,2,2,4,3,6,3
1999,1,2,2,4,5,3,6
2000,1,1,1,2,1,5,3
2001,1,2,1,3,5,1,4
2002,1,1,2,1,2,5,6
2003,1,2,1,4,2,5,5
2004,1,1,3,4,1,2,4
2005,1,1,2,2,2,5,6
2006,1,2,3,2,5,6,3
2007,1,2,1,1,1,5,6
2008,1,1,3,1,2,2,1
2009,1,2,3,3,2,2,4
2010,1,1,3,3,3,3,2
2011,1,2,1,1,1,4,2
2012,1,1,2,4,5,1,1
2013,1,2,1,1,2,4,1
2014,1,1,3,2,3,6,3
2015,1,2,3,4,2,6,1
2016,1,1,3,1,5,1,3
2017,1,1,2,2,3,1,3
2018,1,2,2,4,1,4,5
2019,1,2,3,1,3,4,1
2020,1,2,1,3,3,1,1
2021,1,2,1,3,4,1,1
2022,1,1,2,3,4,5,4
2023,1,2,1,3,1,2,5
2024,1,1,1,3,5,1,7
2025,1,2,3,2,2,3,1
2026,1,2,1,2,2,5,3
2027,1,2,3,1,3,5,6
2028,1,2,3,3,1,4,3
2029,1,2,1,2,1,6,1
2030,1,1,1,4,5,5,3
2031,1,2,2,2,3,6,5
2032,1,2,2,2,4,2,2
2033,1,1,1,1,2,3,4
2034,1,2,3,4,4,3,1
2035,1,2,3,3,3,2,2
2036,1,2,3,2,1,5,2
2037,1,1,1,2,5,2,4
2038,1,1,3,3,5,1,1
2039,1,1,1,3,3,4,6
2040,1,2,1,1,4,6,1
2041,1,1,1,1,4,6,5
2042,1,2,3,4,2,1,6
2043,1,2,2,4,1,2,1
2044,1,2,1,4,1,5,7
2045,1,1,3,4,1,3,5
2046,1,1,2,2,5,6,5
2047,1,1,3,3,3,5,3
2048,1,1,1,1,1,4,3
2049,1,2,2,1,1,1,7
2050,1,1,2,1,1,2,3
2051,1,2,1,1,5,5,7
2052,1,1,1,4,2,3,6
2053,1,1,2,3,3,5,3
2054,1,2,2,4,1,6,5
2055,1,2,2,2,1,2,1
2056,1,2,1,2,1,2,5
2057,1,2,1,3,1,5,6
2058,1,2,2,4,3,3,7
2059,1,1,2,4,3,6,4
2060,1,1,3,3,1,1,4
2061,1,1,1,4,1,6,1
2062,1,1,3,3,4,5,2
2063,1,2,1,2,1,5,1
2064,1,1,2,1,2,4,3
2065,1,1,3,1,4,2,7
2066,1,2,3,1,1,2,6
2067,1,1,1,1,4,6,5
2068,1,2,1,1,3,1,2
2069,1,1,3,4,1,3,3
2070,1,2,2,3,1,1,4
2071,1,1,3,1,5,6,6
2072,1,1,1,1,3,4,2
2073,1,2,1,3,3,5,4
2074,1,1,3,3,1,6,4
2075,1,2,3,3,5,6,7
2076,1,2,1,2,3,5,4
2077,1,1,1,4,1,2,6
2078,1,2,1,4,1,3,3
2079,1,1,1,2,5,1,5
2080,1,1,1,3,5,1,7
2081,1,2,2,4,1,6,7
2082,1,1,2,4,5,4,3
2083,1,1,1,1,1,3,6
2084,1,2,3,1,5,6,7
2085,1,2,1,4,4,2,5
2086,1,1,2,1,1,6,2
2087,1,1,1,4,5,5,6
2088,1,2,2,3,5,2,7
2089,1,1,1,4,5,6,4
2090,1,1,2,2,1,3,1
2091,1,2,3,4,1,1,2
2092,1,1,2,3,2,5,7
2093,1,2,1,1,1,5,1
2094,1,1,1,3,1,6,2
2095,1,1,3,3,3,5,1
2096,1,1,3,2,4,6,7
2097,1,2,1,3,3,3,2
2098,1,1,3,1,5,1,6
2099,1,2,3,3,4,4,1
2100,1,1,1,1,4,1,1
2101,1,1,1,3,2,1,1
2102,1,1,1,2,4,1,5
2103,1,1,1,1,2,4,1
2104,1,1,1,4,5,1,3
2105,1,1,3,1,5,4,1
2106,1,1,2,3,5,2,4
2107,1,2,1,4,5,4,2
2108,1,1,2,3,2,3,2
2109,1,1,1,2,2,5,3
2110,1,1,1,3,4,1,4
2111,1,2,3,1,4,3,3
2112,1,2,3,1,5,6,7
2113,1,1,3,3,1,6,2
2114,1,1,1,4,2,1,7
2115,1,2,3,1,2,2,4
2116,1,2,2,2,3,3,2
2117,1,1,3,1,4,6,3
2118,1,1,3,2,2,1,2
2119,1,1,3,3,4,3,5
2120,1,1,3,4,5,2,7
2121,1,1,3,2,5,6,6
2122,1,1,3,3,3,1,1
2123,1,1,3,3,1,2,5
2124,1,1,3,2,1,2,4
2125,1,2,2,2,3,2,4
2126,1,1,1,1,5,5,6
2127,1,1,2,3,4,2,4
2128,1,1,3,1,2,6,1
2129,1,1,2,1,5,3,3
2130,1,1,1,4,5,1,6
2131,1,1,2,2,1,6,6
2132,1,1,3,4,3,5,5
2133,1,2,1,2,5,5,1
2134,1,2,1,2,5,5,7
2135,1,1,3,4,3,4,5
2136,1,1,3,2,5,6,6
2137,1,2,1,3,5,1,2
2138,1,1,2,1,4,1,4
2139,1,2,3,4,4,6,2
2140,1,1,2,2,3,1,5
2141,1,2,3,4,1,4,1
2142,1,2,2,2,1,4,4
2143,1,1,3,4,2,3,2
2144,1,1,3,3,2,5,2
2145,1,1,1,2,2,3,2
2146,1,1,2,2,2,5,2
2147,1,1,1,4,4,6,1
2148,1,1,3,1,1,2,5
2149,1,1,3,3,3,6,3
2150,1,1,1,4,5,4,7
2151,1,2,3,2,2,3,6
2152,1,2,1,2,2,4,7
2153,1,2,3,1,3,5,2
2154,1,2,2,2,2,1,3
2155,1,2,2,1,1,1,7
2156,1,1,2,4,4,6,3
2157,1,1,2,3,4,4,2
2158,1,2,2,3,3,6,1
2159,1,1,2,2,2,3,7
2160,1,1,1,2,2,5,7
2161,1,2,1,2,3,1,2
2162,1,1,1,4,2,3,1
2163,1,1,1,1,3,6,2
2164,1,1,1,3,5,3,4
2165,1,2,3,2,1,1,1
2166,1,2,1,3,4,3,2
2167,1,1,3,1,3,5,4
2168,1,2,3,3,3,4,5
2169,1,2,1,2,4,3,1
2170,1,1,1,1,1,6,3
2171,1,2,3,1,4,1,2
2172,1,2,1,4,4,5,2
2173,1,1,2,3,1,3,1
2174,1,2,3,2,1,3,2
2175,1,2,3,1,4,5,2
2176,1,1,2,2,4,2,5
2177,1,2,2,2,1,6,1
2178,1,1,3,3,3,5,5
2179,1,2,1,1,1,5,3
2180,1,1,2,1,2,1,3
2181,1,1,3,2,2,2,7
2182,1,2,2,1,2,1,7
2183,1,2,2,4,3,5,7
2184,1,1,2,1,3,4,1
2185,1,2,1,4,3,1,3
2186,1,1,2,2,5,5,7
2187,1,1,2,4,3,4,4
2188,1,2,3,1,4,5,2
2189,1,2,1,3,4,5,6
2190,1,2,1,4,5,6,4
2191,1,2,2,4,5,6,4
2192,1,1,1,4,3,4,6
2193,1,1,2,1,1,2,7
2194,1,2,1,1,4,4,7
2195,1,2,3,3,2,1,2
2196,1,1,3,4,5,5,7
2197,1,2,2,3,4,3,5
2198,1,1,3,4,3,2,7
2199,1,2,2,3,3,5,5
2200,1,1,3,4,2,3,4
2201,1,1,2,4,5,6,6
2202,1,1,3,3,2,2,2
2203,1,2,2,1,5,3,7
2204,1,2,1,4,5,3,5
2205,1,1,2,1,2,6,3
2206,1,1,1,1,2,2,5
2207,1,2,2,1,4,6,2
2208,1,1,2,1,2,4,3
2209,1,2,3,1,2,5,2
2210,1,2,1,1,4,6,7
2211,1,1,1,2,3,3,6
2212,1,1,1,4,2,1,6
2213,1,1,1,3,5,4,4
2214,1,2,2,4,4,6,1
2215,1,2,1,2,3,5,2
2216,1,2,3,4,4,3,5
2217,1,2,1,1,1,1,1
2218,1,2,2,3,5,1,4
2219,1,1,3,2,4,1,2
2220,1,1,2,3,4,3,2
2221,1,2,1,2,3,5,2
2222,1,2,3,4,3,4,1
2223,1,1,1,1,4,6,1
2224,1,2,2,1,5,4,5
2225,1,1,1,1,4,3,2
2226,1,1,3,3,5,1,4
2227,1,1,2,4,1,1,4
2228,1,2,1,2,2,6,7
2229,1,1,2,2,2,2,6
2230,1,1,3,4,5,2,3
2231,1,1,3,1,3,5,3
2232,1,1,1,3,2,3,2
2233,1,1,3,2,3,5,3
2234,1,2,2,2,5,1,4
2235,1,2,1,3,4,3,4
2236,1,1,3,2,2,2,4
2237,1,1,1,4,5,6,7
2238,1,1,3,4,2,2,5
2239,1,1,2,2,1,6,1
2240,1,1,2,2,1,5,6
2241,1,1,2,1,4,2,6
2242,1,2,3,1,4,2,1
2243,1,1,2,2,3,4,2
2244,1,1,1,1,1,2,2
2245,1,1,3,2,3,4,7
2246,1,1,1,4,2,2,6
2247,1,2,2,4,3,3,5
2248,1,2,2,1,4,2,6
2249,1,2,1,3,5,4,3
2250,1,2,3,2,4,4,3
2251,1,2,2,2,3,4,3
2252,1,2,1,1,5,4,3
2253,1,1,2,1,2,1,7
2254,1,2,3,4,2,3,5
2255,1,2,1,2,4,1,3
2256,1,1,3,3,5,1,7
2257,1,2,2,1,5,5,1
2258,1,1,3,1,5,2,3
2259,1,2,2,3,5,4,4
2260,1,2,3,1,5,5,6
2261,1,1,2,3,5,4,5
2262,1,1,1,2,4,4,2
2263,1,1,3,3,1,6,6
2264,1,1,3,1,2,5,3
2265,1,2,1,2,4,6,4
2266,1,2,1,1,3,5,7
2267,1,1,3,3,2,5,4
2268,1,2,2,1,4,4,2
2269,1,2,1,1,1,5,5
2270,1,1,1,3,2,3,3
2271,1,1,3,4,1,4,5
2272,1,1,3,3,1,5,7
2273,1,1,1,2,2,4,2
2274,1,2,2,1,3,3,4
2275,1,1,1,4,5,2,4
2276,1,2,1,1,4,5,5
2277,1,2,3,2,5,5,4
2278,1,2,3,4,1,5,5
2279,1,1,2,1,1,6,7
2280,1,1,3,1,2,3,1
2281,1,2,1,3,4,2,7
2282,1,2,2,3,4,5,3
2283,1,1,1,1,1,4,6
2284,1,2,2,3,5,6,6
2285,1,2,3,4,5,5,2
2286,1,1,3,3,1,1,6
2287,1,2,3,1,3,2,4
2288,1,2,3,1,2,6,5
2289,1,1,2,4,4,3,5
2290,1,1,3,2,4,1,7
2291,1,1,3,3,4,4,7
2292,1,1,2,3,3,5,7
2293,1,2,3,4,2,2,5
2294,1,2,2,3,2,6,7
2295,1,2,3,1,3,4,6
2296,1,2,3,1,2,2,1
2297,1,1,2,3,1,6,3
2298,1,2,3,4,3,1,4
2299,1,1,1,2,1,6,7
2300,1,1,1,3,5,6,7
2301,1,2,3,4,4,3,4
2302,1,2,3,3,2,5,5
2303,1,1,3,4,4,6,1
2304,1,2,3,4,1,3,2
2305,1,1,3,4,1,2,7
2306,1,1,2,4,3,5,6
2307,1,1,2,1,5,1,1
2308,1,1,3,4,2,5,5
2309,1,1,2,1,1,4,7
2310,1,2,1,2,2,6,4
2311,1,2,1,3,3,6,3
2312,1,1,3,2,1,3,5
2313,1,1,1,4,4,2,4
2314,1,2,1,4,4,6,6
2315,1,1,2,3,4,1,1
2316,1,2,1,2,4,4,3
2317,1,2,3,1,1,2,1
2318,1,1,1,2,1,4,4
2319,1,2,1,4,4,4,7
2320,1,1,1,4,5,3,6
2321,1,1,1,2,2,1,3
2322,1,1,1,3,1,2,4
2323,1,2,2,1,5,1,4
2324,1,1,3,2,5,6,5
2325,1,1,1,3,1,1,3
2326,1,2,3,4,3,1,3
2327,1,1,3,1,2,3,6
2328,1,1,1,3,1,1,3
2329,1,1,1,1,4,5,3
2330,1,1,1,3,1,1,3
2331,1,1,2,2,5,5,2
2332,1,2,2,1,1,2,6
2333,1,1,2,2,3,1,1
2334,1,1,2,4,2,5,5
2335,1,1,2,4,4,3,3
2336,1,2,2,2,4,6,5
2337,1,1,3,3,3,2,3
2338,1,1,2,1,3,5,4
2339,1,2,2,2,4,5,7
2340,1,2,1,1,5,3,2
2341,1,1,2,3,3,5,6
2342,1,1,1,1,3,6,7
2343,1,1,3,4,2,4,5
2344,1,1,2,1,1,4,2
2345,1,1,1,4,4,5,6
2346,1,1,1,1,3,6,2
2347,1,1,1,1,3,5,4
2348,1,1,3,3,4,4,3
2349,1,2,3,4,3,2,5
2350,1,1,2,4,5,4,3
2351,1,1,3,3,1,5,1
2352,1,1,3,2,2,5,1
2353,1,1,2,1,2,4,4
2354,1,1,3,1,2,1,1
2355,1,2,2,2,3,2,6
2356,1,1,3,2,2,6,2
2357,1,2,1,1,5,6,2
2358,1,1,2,4,2,6,4
2359,1,2,3,2,4,1,7
2360,1,1,1,3,1,3,7
2361,1,2,2,4,3,2,2
2362,1,2,2,4,2,5,1
2363,1,2,2,2,3,1,2
2364,1,1,1,1,5,1,5
2365,1,2,1,3,5,3,6
2366,1,2,2,1,3,1,5
2367,1,2,3,4,3,5,5
2368,1,1,3,1,1,5,1
2369,1,1,1,2,2,6,2
2370,1,2,1,1,2,4,2
2371,1,1,3,3,1,5,1
2372,1,2,1,3,1,4,2
2373,1,1,2,2,4,2,6
2374,1,1,1,2,3,5,3
2375,1,2,2,4,2,2,1
2376,1,2,3,1,1,1,6
2377,1,2,2,2,1,6,4
2378,1,1,1,1,1,6,4
2379,1,2,2,3,2,6,6
2380,1,1,1,4,3,1,3
2381,1,2,2,1,1,2,7
2382,1,2,1,2,4,6,3
2383,1,1,2,3,1,6,5
2384,1,1,3,4,5,4,3
2385,1,1,2,1,2,1,7
2386,1,2,1,1,1,5,2
2387,1,1,2,1,3,6,3
2388,1,1,1,4,1,4,7
2389,1,2,2,1,1,3,2
2390,1,1,3,4,3,1,4
2391,1,2,1,2,5,3,4
2392,1,1,1,3,1,5,3
2393,1,2,3,4,2,4,7
2394,1,1,1,1,3,6,4
2395,1,2,1,1,5,4,2
2396,1,1,1,3,5,6,7
2397,1,1,2,3,3,1,5
2398,1,1,3,1,4,6,6
2399,1,1,1,3,1,2,6
2400,1,1,3,4,4,6,1
2401,1,1,3,2,3,2,6
2402,1,1,2,1,3,1,6
2403,1,2,1,3,3,5,6
2404,1,2,2,4,5,1,1
2405,1,2,2,1,4,5,3
2406,1,2,1,3,4,3,5
2407,1,1,1,1,1,1,6
2408,1,2,3,3,4,2,5
2409,1,1,1,3,3,4,3
2410,1,1,2,1,2,1,3
2411,1,1,2,3,2,1,5
2412,1,2,2,1,3,6,4
2413,1,2,2,2,5,1,4
2414,1,1,2,3,3,1,6
2415,1,2,1,4,2,2,2
2416,1,1,3,4,1,2,7
2417,1,1,2,4,5,4,3
2418,1,1,3,2,1,3,7
2419,1,1,1,3,5,2,6
2420,1,2,2,1,5,4,6
2421,1,2,2,4,2,5,5
2422,1,2,1,3,3,5,1
2423,1,1,1,1,1,6,6
2424,1,2,3,1,2,3,6
2425,1,2,1,1,1,6,2
2426,1,2,3,4,1,4,4
2427,1,2,3,4,5,6,4
2428,1,1,2,2,5,2,5
2429,1,1,2,2,3,1,3
2430,1,1,3,4,5,2,5
2431,1,1,3,2,5,4,6
2432,1,1,1,3,3,6,6
2433,1,2,2,2,2,6,4
2434,1,1,3,1,1,2,1
2435,1,2,2,1,2,5,6
2436,1,2,2,4,2,3,5
2437,1,1,2,1,1,3,4
2438,1,1,2,4,1,3,5
2439,1,2,2,1,5,3,5
2440,1,2,3,1,4,3,6
2441,1,1,2,4,2,4,1
2442,1,2,3,4,5,4,1
2443,1,1,2,1,3,5,1
2444,1,2,3,3,3,6,2
2445,1,2,3,1,5,2,7
2446,1,1,3,1,3,5,6
2447,1,1,2,4,2,5,6
2448,1,2,1,3,2,5,5
2449,1,1,3,3,3,6,3
2450,1,2,2,4,5,5,1
2451,1,2,1,3,5,1,4
2452,1,2,3,4,4,3,2
2453,1,2,3,3,2,1,1
2454,1,1,1,4,2,5,4
2455,1,1,3,1,4,4,2
2456,1,1,3,3,4,6,2
2457,1,1,1,1,5,5,4
2458,1,2,3,1,2,3,2
2459,1,2,1,3,2,3,2
2460,1,1,2,1,2,3,4
2461,1,2,1,4,2,2,1
2462,1,2,3,4,4,3,2
2463,1,1,3,1,2,5,7
2464,1,2,2,4,1,3,5
2465,1,1,3,4,4,6,6
2466,1,1,2,3,1,4,2
2467,1,2,2,1,4,2,6
2468,1,2,1,4,1,5,5
2469,1,1,1,3,2,6,7
2470,1,2,2,2,3,4,6
2471,1,1,1,4,5,6,1
2472,1,2,1,4,1,4,1
2473,1,2,3,3,2,4,3
2474,1,2,3,3,5,4,3
2475,1,1,3,4,4,4,2
2476,1,1,1,4,2,6,3
2477,1,2,1,4,1,2,7
2478,1,2,3,4,4,6,5
2479,1,1,1,4,2,6,7
2480,1,2,1,4,5,2,6
2481,1,1,3,4,4,2,5
2482,1,1,3,3,1,5,5
2483,1,2,3,4,5,2,1
2484,1,1,1,1,2,2,1
2485,1,1,2,2,4,5,3
2486,1,2,3,1,5,6,2
2487,1,1,1,2,2,4,7
2488,1,2,3,3,2,6,7
2489,1,1,1,2,3,5,2
2490,1,1,3,3,3,3,5
2491,1,2,3,3,3,1,1
2492,1,2,2,2,5,3,5
2493,1,1,2,4,4,1,4
2494,1,1,1,1,5,3,1
2495,1,1,3,1,5,6,2
2496,1,1,1,3,4,6,4
2497,1,1,2,3,4,5,7
2498,1,2,3,4,2,1,2
2499,1,2,2,4,3,4,3
2500,1,2,2,4,3,6,6
2501,1,1,2,3,1,3,4
2502,1,2,1,3,3,4,6
2503,1,1,2,2,2,6,4
2504,1,2,2,1,2,3,4
2505,1,2,2,4,3,4,2
2506,1,2,3,4,5,1,7
2507,1,2,1,2,2,5,1
2508,1,1,3,1,2,6,7
2509,1,2,2,4,4,6,3
2510,1,1,2,4,5,2,6
2511,1,1,3,2,2,3,6
2512,1,1,1,4,2,6,6
2513,1,2,3,3,2,5,5
2514,1,1,2,4,5,6,4
2515,1,2,3,2,3,4,4
